State,LGA,Payment,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23,2023-24
Western Australia,Shire of Wandering,Total Early Payment,"$255,521","$264,784","$275,011","$290,799","$291,202","$467,787","$1,046,921"
Western Australia,Shire of Wandering,Total Financial Assistance Grant (inc Early Payment),"$490,938","$514,429","$1,031,102","$543,372","$575,317","$619,078","$1,076,833"
Western Australia,Shire of Waroona,Total Early Payment,"$684,832","$682,184","$678,901","$678,169","$701,335","$1,079,845","$1,592,976"
Western Australia,Shire of Waroona,Total Financial Assistance Grant (inc Early Payment),"$1,275,485","$1,382,272","$1,292,501","$1,301,982","$1,366,647","$1,496,199","$1,664,378"
Western Australia,Shire of West Arthur,Total Early Payment,"$493,715","$508,252","$527,110","$594,662","$549,745","$1,018,819","$1,376,767"
Western Australia,Shire of West Arthur,Total Financial Assistance Grant (inc Early Payment),"$1,453,467","$980,401","$1,050,616","$1,066,812","$1,166,089","$1,291,153","$1,440,273"
Western Australia,Shire of Westonia,Total Early Payment,"$643,822","$660,203","$691,489","$761,420","$711,759","$1,329,095","$1,822,104"
Western Australia,Shire of Westonia,Total Financial Assistance Grant (inc Early Payment),"$1,227,938","$1,293,220","$1,374,192","$1,385,480","$1,527,858","$1,708,964","$1,903,790"
Western Australia,Shire of Wickepin,Total Early Payment,"$779,922","$797,202","$824,447","$863,805","$850,448","$1,286,943","$1,807,158"
Western Australia,Shire of Wickepin,Total Financial Assistance Grant (inc Early Payment),"$1,488,729","$1,559,933","$1,603,997","$1,617,723","$1,638,410","$1,888,315","$1,888,223"
Western Australia,Shire of Williams,Total Early Payment,"$227,284","$236,263","$258,495","$291,933","$273,294","$613,275","$808,881"
Western Australia,Shire of Williams,Total Financial Assistance Grant (inc Early Payment),"$431,767","$463,338","$510,925","$522,430","$641,694","$756,221","$844,517"
Western Australia,Shire of Wiluna,Total Early Payment,"$1,307,518","$1,339,907","$1,400,293","$1,491,340","$1,442,130","$2,351,007","$3,472,832"
Western Australia,Shire of Wiluna,Total Financial Assistance Grant (inc Early Payment),"$2,539,495","$2,656,009","$2,748,585","$2,770,450","$2,932,192","$3,197,922","$3,622,935"
Western Australia,Shire of Wongan-Ballidu,Total Early Payment,"$1,023,456","$1,046,381","$1,091,030","$1,162,033","$1,126,383","$1,896,952","$2,678,116"
Western Australia,Shire of Wongan-Ballidu,Total Financial Assistance Grant (inc Early Payment),"$1,946,616","$2,045,617","$2,131,339","$2,150,071","$2,285,739","$2,513,933","$2,798,652"
Western Australia,Shire of Woodanilling,Total Early Payment,"$432,488","$436,534","$436,286","$439,730","$451,354","$657,594","$1,309,112"
Western Australia,Shire of Woodanilling,Total Financial Assistance Grant (inc Early Payment),"$813,190","$836,953","$829,329","$836,599","$850,655","$934,060","$1,354,016"
Western Australia,Shire of Wyalkatchem,Total Early Payment,"$757,111","$769,370","$800,928","$852,457","$826,432","$1,409,588","$2,072,512"
Western Australia,Shire of Wyalkatchem,Total Financial Assistance Grant (inc Early Payment),"$1,439,826","$1,514,359","$1,575,989","$1,588,988","$1,699,424","$1,942,207","$2,164,415"
Western Australia,Shire of Wyndham-East Kimberley,Total Early Payment,"$1,902,892","$1,935,899","$1,922,966","$1,998,848","$1,990,223","$2,951,400","$5,179,611"
Western Australia,Shire of Wyndham-East Kimberley,Total Financial Assistance Grant (inc Early Payment),"$3,957,981","$4,067,981","$4,072,735","$4,236,639","$4,187,978","$4,453,869","$5,368,282"
Western Australia,Shire of Yalgoo,Total Early Payment,"$1,206,699","$1,214,850","$1,252,775","$1,241,417","$1,299,750","$1,800,981","$2,804,615"
Western Australia,Shire of Yalgoo,Total Financial Assistance Grant (inc Early Payment),"$2,280,783","$2,387,080","$2,389,539","$2,406,514","$2,417,880","$2,635,803","$2,928,837"
Western Australia,Shire of Yilgarn,Total Early Payment,"$1,108,840","$1,199,235","$1,694,347","$1,637,190","$1,810,959","$3,065,062","$4,410,553"
Western Australia,Shire of Yilgarn,Total Financial Assistance Grant (inc Early Payment),"$2,202,043","$2,734,750","$3,135,898","$3,214,174","$3,676,216","$4,134,916","$4,609,741"
Western Australia,Shire of York,Total Early Payment,"$769,489","$773,337","$776,011","$779,903","$802,224","$1,219,889","$1,835,576"
Western Australia,Shire of York,Total Financial Assistance Grant (inc Early Payment),"$1,435,745","$1,479,388","$1,467,202","$1,479,098","$1,540,501","$1,720,971","$1,919,481"
Western Australia,Town of Bassendean,Total Early Payment,"$287,237","$282,628","$284,185","$294,114","$294,060","$469,226","$679,070"
Western Australia,Town of Bassendean,Total Financial Assistance Grant (inc Early Payment),"$525,134","$542,100","$547,170","$551,209","$580,595","$637,431","$710,220"
Western Australia,Town of Cambridge,Total Early Payment,"$497,372","$499,871","$519,839","$524,789","$541,670","$907,604","$1,271,491"
Western Australia,Town of Cambridge,Total Financial Assistance Grant (inc Early Payment),"$929,070","$975,686","$987,991","$1,000,149","$1,091,858","$1,193,748","$1,327,664"
Western Australia,Town of Claremont,Total Early Payment,"$166,960","$168,194","$169,321","$179,225","$174,421","$292,492","$414,609"
Western Australia,Town of Claremont,Total Financial Assistance Grant (inc Early Payment),"$314,130","$324,792","$331,421","$333,800","$354,815","$389,371","$440,988"
Western Australia,Town of Cottesloe,Total Early Payment,"$145,082","$145,250","$140,879","$151,331","$145,861","$221,653","$327,119"
Western Australia,Town of Cottesloe,Total Financial Assistance Grant (inc Early Payment),"$270,342","$274,127","$276,697","$279,133","$282,840","$307,306","$342,672"
Western Australia,Town of East Fremantle,Total Early Payment,"$119,856","$119,766","$127,070","$123,515","$131,494","$196,792","$295,306"
Western Australia,Town of East Fremantle,Total Financial Assistance Grant (inc Early Payment),"$223,668","$237,680","$238,723","$240,453","$252,713","$277,335","$308,567"
Western Australia,Town of Mosman Park,Total Early Payment,"$143,707","$144,623","$143,180","$147,697","$147,930","$230,517","$339,627"
Western Australia,Town of Mosman Park,Total Financial Assistance Grant (inc Early Payment),"$270,257","$277,252","$276,971","$278,983","$290,268","$318,938","$358,370"
Western Australia,Town of Port Hedland,Total Early Payment,"$981,288","$927,261","$780,739","$820,305","$823,272","$1,146,940","$1,700,194"
Western Australia,Town of Port Hedland,Total Financial Assistance Grant (inc Early Payment),"$1,715,738","$1,688,290","$1,500,311","$1,587,020","$1,505,568","$1,666,131","$1,775,865"
Western Australia,Town of Victoria Park,Total Early Payment,"$588,499","$594,913","$585,270","$620,092","$607,397","$1,007,826","$1,432,006"
Western Australia,Town of Victoria Park,Total Financial Assistance Grant (inc Early Payment),"$1,110,916","$1,135,270","$1,145,742","$1,157,521","$1,228,726","$1,344,980","$1,496,381"
